HCHO_reading,Location,Current_date,Next_date,Month,Year
0.00012572299771251104,Monaragala,2019-04-29,2019-04-30,4,2019
0.00012572299771251104,Monaragala,2019-04-30,2019-05-01,4,2019
0.0001447003060889,Monaragala,2019-05-01,2019-05-02,5,2019
0.00019268080974512109,Monaragala,2019-05-02,2019-05-03,5,2019
0.000243087771434,Monaragala,2019-05-03,2019-05-04,5,2019
0.000166357540416,Monaragala,2019-05-04,2019-05-05,5,2019
0.0001117983754452,Monaragala,2019-05-05,2019-05-06,5,2019
0.0002294637627646,Monaragala,2019-05-06,2019-05-07,5,2019
0.0003124401430261,Monaragala,2019-05-07,2019-05-08,5,2019
0.0002250056587289,Monaragala,2019-05-08,2019-05-09,5,2019
0.0002085735307819,Monaragala,2019-05-09,2019-05-10,5,2019
0.000257059338242,Monaragala,2019-05-10,2019-05-11,5,2019
0.0002004889109836,Monaragala,2019-05-11,2019-05-12,5,2019
0.0001098424870683,Monaragala,2019-05-12,2019-05-13,5,2019
0.0002129034585429,Monaragala,2019-05-13,2019-05-14,5,2019
0.0001720079728961,Monaragala,2019-05-14,2019-05-15,5,2019
0.0002664730031546,Monaragala,2019-05-15,2019-05-16,5,2019
0.000201612771683,Monaragala,2019-05-16,2019-05-17,5,2019
0.0002884037766731,Monaragala,2019-05-17,2019-05-18,5,2019
0.0001177087880293,Monaragala,2019-05-18,2019-05-19,5,2019
0.0001160009060384,Monaragala,2019-05-19,2019-05-20,5,2019
0.0001336881023634,Monaragala,2019-05-20,2019-05-21,5,2019
0.0002208001227715,Monaragala,2019-05-21,2019-05-22,5,2019
0.00020151290354489807,Monaragala,2019-05-22,2019-05-23,5,2019
0.0003105529374545,Monaragala,2019-05-23,2019-05-24,5,2019
0.00019268080974512109,Monaragala,2019-05-24,2019-05-25,5,2019
0.0001747951545193,Monaragala,2019-05-25,2019-05-26,5,2019
0.0001548687249192,Monaragala,2019-05-26,2019-05-27,5,2019
0.0001654224296495,Monaragala,2019-05-27,2019-05-28,5,2019
0.0001982629083403,Monaragala,2019-05-28,2019-05-29,5,2019
0.0003091327174433,Monaragala,2019-05-29,2019-05-30,5,2019
0.0002074993984133,Monaragala,2019-05-30,2019-05-31,5,2019
0.0002010744889855,Monaragala,2019-05-31,2019-06-01,5,2019
0.0001620855774003,Monaragala,2019-06-01,2019-06-02,6,2019
0.0002011201633782,Monaragala,2019-06-02,2019-06-03,6,2019
0.000251481226227,Monaragala,2019-06-03,2019-06-04,6,2019
0.0001980974619026,Monaragala,2019-06-04,2019-06-05,6,2019
0.0002146064898484,Monaragala,2019-06-05,2019-06-06,6,2019
0.0001936430479641,Monaragala,2019-06-06,2019-06-07,6,2019
0.0002007570846963,Monaragala,2019-06-07,2019-06-08,6,2019
0.0002396215399985,Monaragala,2019-06-08,2019-06-09,6,2019
0.00020626461893,Monaragala,2019-06-09,2019-06-10,6,2019
0.00017210476730965523,Monaragala,2019-06-10,2019-06-11,6,2019
0.0001993399340494,Monaragala,2019-06-11,2019-06-12,6,2019
6.053496474230479e-05,Monaragala,2019-06-12,2019-06-13,6,2019
0.0002245152867965,Monaragala,2019-06-13,2019-06-14,6,2019
0.0001245266181147,Monaragala,2019-06-14,2019-06-15,6,2019
0.000196375949274,Monaragala,2019-06-15,2019-06-16,6,2019
0.0001445406571932,Monaragala,2019-06-16,2019-06-17,6,2019
9.443249258390602e-05,Monaragala,2019-06-17,2019-06-18,6,2019
0.0001521346246326,Monaragala,2019-06-18,2019-06-19,6,2019
0.0001972398441497,Monaragala,2019-06-19,2019-06-20,6,2019
0.0001846460877422,Monaragala,2019-06-20,2019-06-21,6,2019
0.0001257577767141,Monaragala,2019-06-21,2019-06-22,6,2019
0.00017907432396737733,Monaragala,2019-06-22,2019-06-23,6,2019
0.0001914609759805,Monaragala,2019-06-23,2019-06-24,6,2019
0.0001457232699014,Monaragala,2019-06-24,2019-06-25,6,2019
7.372090402977676e-05,Monaragala,2019-06-25,2019-06-26,6,2019
0.0002596372495061,Monaragala,2019-06-26,2019-06-27,6,2019
0.0001779194617772,Monaragala,2019-06-27,2019-06-28,6,2019
0.000231226423795,Monaragala,2019-06-28,2019-06-29,6,2019
0.0001812523492576,Monaragala,2019-06-29,2019-06-30,6,2019
0.0001883885471587,Monaragala,2019-06-30,2019-07-01,6,2019
0.0002023344533868,Monaragala,2019-07-01,2019-07-02,7,2019
9.121370706522813e-05,Monaragala,2019-07-02,2019-07-03,7,2019
0.0004183141429787,Monaragala,2019-07-03,2019-07-04,7,2019
0.0001753343888387,Monaragala,2019-07-04,2019-07-05,7,2019
0.0001420256129706,Monaragala,2019-07-05,2019-07-06,7,2019
0.0002116970966375,Monaragala,2019-07-06,2019-07-07,7,2019
0.0001988289947686,Monaragala,2019-07-07,2019-07-08,7,2019
0.0001030618713161,Monaragala,2019-07-08,2019-07-09,7,2019
0.00018490327690966573,Monaragala,2019-07-09,2019-07-10,7,2019
0.0001884595836817,Monaragala,2019-07-10,2019-07-11,7,2019
0.0001975782280741,Monaragala,2019-07-11,2019-07-12,7,2019
0.0001594655264437,Monaragala,2019-07-12,2019-07-13,7,2019
0.0001976478337366,Monaragala,2019-07-13,2019-07-14,7,2019
0.000336220866302,Monaragala,2019-07-14,2019-07-15,7,2019
0.00018490327690966573,Monaragala,2019-07-15,2019-07-16,7,2019
0.0001116612273619,Monaragala,2019-07-16,2019-07-17,7,2019
9.440945635086574e-05,Monaragala,2019-07-17,2019-07-18,7,2019
5.3007591732085154e-05,Monaragala,2019-07-18,2019-07-19,7,2019
6.854623574559979e-05,Monaragala,2019-07-19,2019-07-20,7,2019
0.00018490327690966573,Monaragala,2019-07-20,2019-07-21,7,2019
0.0002918239666354,Monaragala,2019-07-21,2019-07-22,7,2019
0.00018490327690966573,Monaragala,2019-07-22,2019-07-23,7,2019
0.0001421583182389,Monaragala,2019-07-23,2019-07-24,7,2019
0.0001371408573407,Monaragala,2019-07-24,2019-07-25,7,2019
7.947482663439587e-05,Monaragala,2019-07-25,2019-07-26,7,2019
0.0002606689476769,Monaragala,2019-07-26,2019-07-27,7,2019
0.0002823855014415,Monaragala,2019-07-27,2019-07-28,7,2019
0.0002140706098285,Monaragala,2019-07-28,2019-07-29,7,2019
0.0002902694324825,Monaragala,2019-07-29,2019-07-30,7,2019
0.0001690657406119,Monaragala,2019-07-30,2019-07-31,7,2019
0.0001755234582795,Monaragala,2019-07-31,2019-08-01,7,2019
0.0001334335101567,Monaragala,2019-08-01,2019-08-02,8,2019
0.0001710392138943,Monaragala,2019-08-02,2019-08-03,8,2019
0.0002770476275012,Monaragala,2019-08-03,2019-08-04,8,2019
0.00015098066099373226,Monaragala,2019-08-04,2019-08-05,8,2019
0.0001543679284341,Monaragala,2019-08-05,2019-08-06,8,2019
0.0001381167840436,Monaragala,2019-08-06,2019-08-07,8,2019
0.0004105507403533,Monaragala,2019-08-07,2019-08-08,8,2019
0.0001316415149196032,Monaragala,2019-08-08,2019-08-09,8,2019
0.0002323583030374,Monaragala,2019-08-09,2019-08-10,8,2019
0.0001316415149196032,Monaragala,2019-08-10,2019-08-11,8,2019
0.0001648720874987,Monaragala,2019-08-11,2019-08-12,8,2019
0.0001697566086455,Monaragala,2019-08-12,2019-08-13,8,2019
0.0001316415149196032,Monaragala,2019-08-13,2019-08-14,8,2019
0.0001617107501685,Monaragala,2019-08-14,2019-08-15,8,2019
8.127829567496318e-05,Monaragala,2019-08-15,2019-08-16,8,2019
0.0001316415149196032,Monaragala,2019-08-16,2019-08-17,8,2019
0.0001316415149196032,Monaragala,2019-08-17,2019-08-18,8,2019
9.694880280715724e-05,Monaragala,2019-08-18,2019-08-19,8,2019
0.0001231442282225,Monaragala,2019-08-19,2019-08-20,8,2019
0.0001072038762765,Monaragala,2019-08-20,2019-08-21,8,2019
0.000223914074013,Monaragala,2019-08-21,2019-08-22,8,2019
0.0001316415149196032,Monaragala,2019-08-22,2019-08-23,8,2019
0.0001316415149196032,Monaragala,2019-08-23,2019-08-24,8,2019
0.0001316415149196032,Monaragala,2019-08-24,2019-08-25,8,2019
0.0002405474568099,Monaragala,2019-08-25,2019-08-26,8,2019
0.0001316415149196032,Monaragala,2019-08-26,2019-08-27,8,2019
3.879817156439453e-05,Monaragala,2019-08-27,2019-08-28,8,2019
4.685654324449213e-05,Monaragala,2019-08-28,2019-08-29,8,2019
0.00015098066099373226,Monaragala,2019-08-29,2019-08-30,8,2019
0.0001017635807711,Monaragala,2019-08-30,2019-08-31,8,2019
0.0001199569514245,Monaragala,2019-08-31,2019-09-01,8,2019
0.0001474976453495085,Monaragala,2019-09-01,2019-09-02,9,2019
0.0001474976453495085,Monaragala,2019-09-02,2019-09-03,9,2019
0.0002193736930364,Monaragala,2019-09-03,2019-09-04,9,2019
0.0001474976453495085,Monaragala,2019-09-04,2019-09-05,9,2019
7.061158198466546e-05,Monaragala,2019-09-05,2019-09-06,9,2019
0.0002029469269085,Monaragala,2019-09-06,2019-09-07,9,2019
0.000227267915019,Monaragala,2019-09-07,2019-09-08,9,2019
0.0001980222193968,Monaragala,2019-09-08,2019-09-09,9,2019
0.0002873941513638,Monaragala,2019-09-09,2019-09-10,9,2019
0.0002143623039833,Monaragala,2019-09-10,2019-09-11,9,2019
0.0001474976453495085,Monaragala,2019-09-11,2019-09-12,9,2019
0.0001474976453495085,Monaragala,2019-09-12,2019-09-13,9,2019
0.0001777206364852,Monaragala,2019-09-13,2019-09-14,9,2019
0.0001758298338639,Monaragala,2019-09-14,2019-09-15,9,2019
0.0001474976453495085,Monaragala,2019-09-15,2019-09-16,9,2019
3.679960787562356e-05,Monaragala,2019-09-16,2019-09-17,9,2019
6.794723518060958e-05,Monaragala,2019-09-17,2019-09-18,9,2019
7.855116824171623e-05,Monaragala,2019-09-18,2019-09-19,9,2019
0.0001474976453495085,Monaragala,2019-09-19,2019-09-20,9,2019
5.966607426039956e-05,Monaragala,2019-09-20,2019-09-21,9,2019
6.035665491112147e-05,Monaragala,2019-09-21,2019-09-22,9,2019
0.0001474976453495085,Monaragala,2019-09-22,2019-09-23,9,2019
0.0001474976453495085,Monaragala,2019-09-23,2019-09-24,9,2019
0.0001474976453495085,Monaragala,2019-09-24,2019-09-25,9,2019
0.0001474976453495085,Monaragala,2019-09-25,2019-09-26,9,2019
0.0001474976453495085,Monaragala,2019-09-26,2019-09-27,9,2019
0.0001474976453495085,Monaragala,2019-09-27,2019-09-28,9,2019
0.0001474976453495085,Monaragala,2019-09-28,2019-09-29,9,2019
0.0001476935969498,Monaragala,2019-09-29,2019-09-30,9,2019
0.0001354187261313,Monaragala,2019-09-30,2019-10-01,9,2019
0.0001013253568089,Monaragala,2019-10-01,2019-10-02,10,2019
3.625866611442237e-05,Monaragala,2019-10-02,2019-10-03,10,2019
6.403972517053846e-05,Monaragala,2019-10-03,2019-10-04,10,2019
4.547032960960256e-05,Monaragala,2019-10-04,2019-10-05,10,2019
0.0001850499321187,Monaragala,2019-10-05,2019-10-06,10,2019
8.042740955715999e-05,Monaragala,2019-10-06,2019-10-07,10,2019
1.9520575982472e-05,Monaragala,2019-10-07,2019-10-08,10,2019
9.107848870812606e-05,Monaragala,2019-10-08,2019-10-09,10,2019
4.460671594527965e-05,Monaragala,2019-10-09,2019-10-10,10,2019
0.0001980625810632,Monaragala,2019-10-10,2019-10-11,10,2019
6.403972517053846e-05,Monaragala,2019-10-11,2019-10-12,10,2019
6.69268465455332e-05,Monaragala,2019-10-12,2019-10-13,10,2019
8.33783504916071e-05,Monaragala,2019-10-13,2019-10-14,10,2019
7.216634774466163e-05,Monaragala,2019-10-14,2019-10-15,10,2019
6.403972517053846e-05,Monaragala,2019-10-15,2019-10-16,10,2019
6.403972517053846e-05,Monaragala,2019-10-16,2019-10-17,10,2019
7.405227428003269e-05,Monaragala,2019-10-17,2019-10-18,10,2019
6.403972517053846e-05,Monaragala,2019-10-18,2019-10-19,10,2019
6.403972517053846e-05,Monaragala,2019-10-19,2019-10-20,10,2019
6.403972517053846e-05,Monaragala,2019-10-20,2019-10-21,10,2019
6.403972517053846e-05,Monaragala,2019-10-21,2019-10-22,10,2019
4.203095464153636e-05,Monaragala,2019-10-22,2019-10-23,10,2019
6.403972517053846e-05,Monaragala,2019-10-23,2019-10-24,10,2019
